festival_a,festival_b,shared_film_count
Beijing International Short Film Festival,Leiden Shorts,2
Chicago International Film Festival,Gaudí Awards,2
Lima Alterna International Film Festival,Dublin International Film Festival,2
Diagonale: Festival of Austrian Film,Melbourne International Film Festival,2
Tampere Film Festival,Kurzfilm Festival Hamburg,2
Durban International Film Festival,European Film Awards,2
Reykjavik International Film Festival,Viennale,2
Hollyshorts Film Festival,RiverRun International Film Festival,2
Lima Alterna International Film Festival,Palm Springs International ShortFest,2
Seattle International Film Festival,Diagonale: Festival of Austrian Film,2
Go Short - International Short Film Festival Nijmegen,IndieLisboa International Independent Film Festival,2
Festival des Cinémas Différents et Expérimentaux de Paris,Encounters Short Film and Animation Festival,2
Galway Film Fleadh,Hot Docs Canadian International Documentary Festival,2
San Diego International Film Festival,Cleveland International Film Festival,2
FICUNAM,Las Palmas Film Festival,2
Toronto International Film Festival,Moscow International Film Festival,2
São Paulo International Short Film Festival – Curta Kinoforum,Oberhausen International Short Film Festival,2
Melbourne International Film Festival,Bergen International Film Festival,2
Bilbao International Festival of Documentary and Short Films,Go Short - International Short Film Festival Nijmegen,2
Curtacinema - Rio de Janeiro International Short Film Festival,Miami International Film Festival,2
Ann Arbor Film Festival,Leiden Shorts,2
Ghent Film Festival,Cinéma du Réel,2
FEST - New Directors / New Films,San Sebastián International Film Festival,2
Athens International Film and Video Festival,Pink Screens,2
IndieLisboa International Independent Film Festival,Landshut Short Film Festival,2
Montreal International Documentary Festival,Camden International Film Festival,2
Encounters Short Film and Animation Festival,Festival Ecrã of Audiovisual Experimentations,2
OFF - Odense International Film Festival,European Film Awards,2
Solothurn Film Festival,SXSW Film Festival,2
Seattle International Film Festival,Porto/Post/Doc,2
Palm Springs International ShortFest,Venice Film Festival,2
Mar del Plata International Film Festival,Mill Valley Film Festival,2
Hong Kong International Film Festival,Leiden Shorts,2
Beijing International Short Film Festival,Viennale,2
Palm Springs International ShortFest,César Awards,2
Sheffield International Documentary Festival,BFI London Film Festival,2
Locarno International Film Festival,Queer Lisboa,2
Maryland Film Festival,DOK Leipzig,2
Helsinki International Film Festival - Love & Anarchy,BAFTA Awards,2
Ottawa International Animation Festival,Leeds International Film Festival,2
Kurzfilm Festival Hamburg,Toronto Reel Asian Film Festival,2
Chéries-Chéris,Clermont-Ferrand International Short Film Festival,2
MIX Copenhagen LGBTQ+ Film Festival,Cannes Film Festival,2
Whistler Film Festival,Valladolid International Film Festival,2
BFI London Film Festival,Gaudí Awards,2
Ghent Film Festival,QCinema – Quezon City International Film Festival,2
Tallinn Black Nights Film Festival,Adelaide Film Festival,2
Zurich Film Festival,Tallinn Black Nights Film Festival,2
Mardi Gras Film Festival,Pink Screens,2
Encounters Short Film and Animation Festival,!f Istanbul International Independent Film Festival,2
Nordic International Film Festival,Norwegian International Film Festival,2
Oslo/Fusion International Film Festival,Encounters Short Film and Animation Festival,2
Valladolid International Film Festival,Sarajevo Film Festival,2
Warsaw International Film Festival,Internationale Kurzfilmtage Winterthur,2
Krakow Film Festival,DOC NYC,2
Vienna Shorts,Trieste Film Festival,2
Dublin International Film Festival,Vienna Shorts,2
Slamdance Film Festival,Sarajevo Film Festival,2
Clermont-Ferrand International Short Film Festival,Durban International Film Festival,2
Bilbao International Festival of Documentary and Short Films,Oberhausen International Short Film Festival,2
Open City Documentary Festival,Las Palmas Film Festival,2
Chéries-Chéris,Rome Independent Film Festival,2
Athens International Film and Video Festival,BAFTA Awards,2
DocumentaMadrid,Montreal International Documentary Festival,2
Rome Independent Film Festival,San Sebastián International Film Festival,2
Adelaide Film Festival,DOK Leipzig,2
Viennale,Festival du Nouveau Cinéma,2
Experimental Film and Video Festival in Seoul,Curtas Vila do Conde International Film Festival,2
Ghent Film Festival,Moscow International Film Festival,2
Göteborg Film Festival,Helsinki International Film Festival - Love & Anarchy,2
Chicago International Film Festival,Hawaii International Film Festival,2
Angers European First Film Festival,Annecy International Animation Festival,2
Clermont-Ferrand International Short Film Festival,Diagonale: Festival of Austrian Film,2
Sophia Awards,European Film Awards,2
Bilbao International Festival of Documentary and Short Films,Landshut Short Film Festival,2
Message to Man International Film Festival,Bilbao International Festival of Documentary and Short Films,2
Camden International Film Festival,25FPS Festival,2
Krakow Film Festival,Camerimage,2
FEST - New Directors / New Films,Toronto International Film Festival,2
Helsinki International Film Festival - Love & Anarchy,Santa Barbara International Film Festival,2
Edinburgh International Film Festival,British Independent Film Awards,2
Message to Man International Film Festival,Helsinki International Film Festival - Love & Anarchy,2
Cyprus International Film Festival,Vancouver International Film Festival,2
Animafest Zagreb,Tirana International Film Festival,2
Cinéma du Réel,International Film Festival Rotterdam,2
Montreal International Documentary Festival,FICUNAM,2
Karlovy Vary International Film Festival,Stockholm International Film Festival,2
Internationale Kurzfilmtage Winterthur,Seattle Queer Film Festival,2
Moscow International Film Festival,European Film Awards,2
Valladolid International Film Festival,Cinefest Sudbury International Film Festival,2
Sarajevo Film Festival,Brussels Short Film Festival,2
São Paulo International Film Festival,BAFTA Awards,2
Go Short - International Short Film Festival Nijmegen,Viennale,2
Clermont-Ferrand International Short Film Festival,Festival international du film indépendant de Bordeaux,2
Curtacinema - Rio de Janeiro International Short Film Festival,San Sebastián International Film Festival,2
Ghent Film Festival,Thessaloniki Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Dokufest International Documentary and Short Film Festival,2
Kaboom Animation Festival,Encounters Short Film and Animation Festival,2
Mar del Plata International Film Festival,Stockholm International Film Festival,2
Leiden Shorts,Stockholm International Film Festival,2
True/False Film Festival,Camden International Film Festival,2
25FPS Festival,Guanajuato International Film Festival,2
Iris Prize LGBTQ+ Film Festival,Mardi Gras Film Festival,2
Cannes Film Festival,Landshut Short Film Festival,2
Visions du Réel,Kurzfilm Festival Hamburg,2
Iris Prize LGBTQ+ Film Festival,NewFest - The New York LGBTQ+ Film Festival,2
Encounters Short Film and Animation Festival,Rendez-vous Québec Cinéma,2
Message to Man International Film Festival,Diagonale: Festival of Austrian Film,2
Festival du Nouveau Cinéma,Filmfest Bremen,2
Chicago International Film Festival,São Paulo International Film Festival,2
Edinburgh International Film Festival,Milwaukee International Film Festival,2
Dublin International Film Festival,IndieLisboa International Independent Film Festival,2
Camerimage,International Documentary Film Festival Amsterdam,2
Uppsala Short Film Festival,Tromsø International Film Festival,2
Message to Man International Film Festival,Visions du Réel,2
Seattle International Film Festival,Mill Valley Film Festival,2
Galway Film Fleadh,BAFTA Awards,2
Ottawa International Animation Festival,Tirana International Film Festival,2
Maryland Film Festival,Frameline: San Francisco International LGBTQ Film Festival,2
Diagonale: Festival of Austrian Film,Annecy International Animation Festival,2
Hamburg Film Festival,Mill Valley Film Festival,2
Florida Film Festival,Annecy International Animation Festival,2
Filmfest Bremen,Curtas Vila do Conde International Film Festival,2
Berlin International Film Festival,Curtas Vila do Conde International Film Festival,2
Locarno International Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Porto/Post/Doc,Leiden Shorts,2
New York Film Festival,Sitges - Catalonian International Film Festival,2
New Zealand International Film Festival,Melbourne International Film Festival,2
Philadelphia Film Festival,Dokufest International Documentary and Short Film Festival,2
Ann Arbor Film Festival,San Francisco International Film Festival,2
Beijing International Short Film Festival,Thessaloniki Film Festival,2
Mumbai Film Festival,Melbourne International Film Festival,2
DOK Leipzig,Landshut Short Film Festival,2
Clermont-Ferrand International Short Film Festival,Experimental Film and Video Festival in Seoul,2
AFI Fest,Miami International Film Festival,2
Encounters Short Film and Animation Festival,Tiradentes Film Festival,2
Venice Film Festival,São Paulo International Film Festival,2
Locarno International Film Festival,San Sebastián International Film Festival,2
Calgary International Film Festival,DOK Leipzig,2
Encounters Short Film and Animation Festival,Ji.hlava International Documentary Film Festival,2
Zurich Film Festival,Palm Springs International ShortFest,2
Palm Springs International ShortFest,New Horizons International Film Festival,2
Internationale Kurzfilmtage Winterthur,Raindance Film Festival,2
Doclisboa International Film Festival,Beijing International Short Film Festival,2
DOK Leipzig,Tirana International Film Festival,2
Berwick Film & Media Arts Festival,Guanajuato International Film Festival,2
Message to Man International Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Slamdance Film Festival,Melbourne International Film Festival,2
Raindance Film Festival,Reykjavik International Film Festival,2
Outfest: Los Angeles Gay & Lesbian Film Festival,Dokufest International Documentary and Short Film Festival,2
Bilbao International Festival of Documentary and Short Films,International Documentary Film Festival Amsterdam,2
SXSW Film Festival,Edinburgh International Film Festival,2
Solothurn Film Festival,Warsaw International Film Festival,2
Maryland Film Festival,Tallinn Black Nights Film Festival,2
Encounters Short Film and Animation Festival,FIDMarseille,2
Frameline: San Francisco International LGBTQ Film Festival,Annecy International Animation Festival,2
Message to Man International Film Festival,OFF - Odense International Film Festival,2
Philadelphia Film Festival,Reykjavik International Film Festival,2
San Diego Underground Film Festival,International Film Festival Rotterdam,2
Kurzfilm Festival Hamburg,Seattle Queer Film Festival,2
Locarno International Film Festival,Ottawa International Animation Festival,2
Canadian Screen Awards,Calgary International Film Festival,2
Valladolid International Film Festival,Reykjavik International Film Festival,2
Cleveland International Film Festival,BFI London Film Festival,2
Philadelphia Film Festival,Bergen International Film Festival,2
Seville European Film Festival,Frameline: San Francisco International LGBTQ Film Festival,2
AFI Fest,San Sebastián International Film Festival,2
Internationale Kurzfilmtage Winterthur,Philadelphia Film Festival,2
Locarno International Film Festival,Dublin International Film Festival,2
Toronto International Film Festival,Beijing International Short Film Festival,2
IndieLisboa International Independent Film Festival,Mill Valley Film Festival,2
Outfest: Los Angeles Gay & Lesbian Film Festival,Guanajuato International Film Festival,2
Queer Lisboa,Seattle Queer Film Festival,2
Cleveland International Film Festival,Fantasia Film Festival,2
Seville European Film Festival,Internationale Kurzfilmtage Winterthur,2
Mar del Plata International Film Festival,Annecy International Animation Festival,2
True/False Film Festival,Ann Arbor Film Festival,2
Golden Horse Film Festival,Viennale,2
Karlovy Vary International Film Festival,Sitges - Catalonian International Film Festival,2
ARKIPEL International Documentary and Experimental Film Festival,Valladolid International Film Festival,2
Whistler Film Festival,Chicago International Film Festival,2
Athens International Film and Video Festival,Miami International Film Festival,2
Go Short - International Short Film Festival Nijmegen,BFI London Film Festival,2
Locarno International Film Festival,Seattle Queer Film Festival,2
Message to Man International Film Festival,Cannes Film Festival,2
Camden International Film Festival,Curtas Vila do Conde International Film Festival,2
Cannes Film Festival,International Documentary Film Festival Amsterdam,2
Palm Springs International ShortFest,Festival international du film indépendant de Bordeaux,2
Chéries-Chéris,Vancouver International Film Festival,2
Ghent Film Festival,Calgary International Film Festival,2
FEST - New Directors / New Films,Chicago International Film Festival,2
Palm Springs International ShortFest,San Diego Underground Film Festival,2
Queer Lisboa,Pink Screens,2
Valdivia International Film Festival,Munich Film Festival,2
Sicilia Queer filmfest,Curtas Vila do Conde International Film Festival,2
European Film Awards,Gaudí Awards,2
Internationale Kurzfilmtage Winterthur,César Awards,2
SXSW Film Festival,New Horizons International Film Festival,2
Guadalajara International Film Festival,Leeds International Film Festival,2
Clermont-Ferrand International Short Film Festival,Nordisk Panorama,2
Irish Film and Television Awards,Chicago International Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Singapore International Film Festival,2
Frameline: San Francisco International LGBTQ Film Festival,Curtas Vila do Conde International Film Festival,2
Warsaw International Film Festival,Leiden Shorts,2
Cannes Film Festival,Hof International Film Festival,2
Toronto International Film Festival,Uppsala Short Film Festival,2
Zurich Film Festival,BFI London Film Festival,2
Ann Arbor Film Festival,Sarasota Film Festival,2
Cartagena Film Festival,Milan Film Festival,2
Athens International Film and Video Festival,Sophia Awards,2
Viennale,Stockholm International Film Festival,2
AFI Fest,Festival international du film indépendant de Bordeaux,2
Internationale Kurzfilmtage Winterthur,Diagonale: Festival of Austrian Film,2
Lima Alterna International Film Festival,Reykjavik International Film Festival,2
São Paulo International Short Film Festival – Curta Kinoforum,Milwaukee International Film Festival,2
Krakow Film Festival,It's All True - International Documentary Festival,2
Hollyshorts Film Festival,Atlanta Film Festival,2
Tallinn Black Nights Film Festival,Thessaloniki Documentary Festival,2
Jerusalem Film Festival,Internationale Kurzfilmtage Winterthur,2
Rome Independent Film Festival,Annecy International Animation Festival,2
Tampere Film Festival,Helsinki International Film Festival - Love & Anarchy,2
RiverRun International Film Festival,Melbourne International Film Festival,2
Hong Kong International Film Festival,San Sebastián International Film Festival,2
Athens International Film and Video Festival,Oberhausen International Short Film Festival,2
Hong Kong International Film Festival,Côté Court,2
Calgary International Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Istanbul Film Festival,Athens International Film and Video Festival,2
Africa Movie Academy Awards,Clermont-Ferrand International Short Film Festival,2
Chicago International Film Festival,Philadelphia Film Festival,2
Locarno International Film Festival,25FPS Festival,2
Irish Film and Television Awards,Tallinn Black Nights Film Festival,2
Ottawa International Animation Festival,Dokufest International Documentary and Short Film Festival,2
FEST - New Directors / New Films,Outfest: Los Angeles Gay & Lesbian Film Festival,2
Palm Springs International ShortFest,London Critics Circle Film Awards,2
Montclair Film Festival,Internationale Kurzfilmtage Winterthur,2
Adelaide Film Festival,Annecy International Animation Festival,2
Riga International Film Festival,Miami International Film Festival,2
Guanajuato International Film Festival,Las Palmas Film Festival,2
São Paulo International Short Film Festival – Curta Kinoforum,DOK Leipzig,2
Academy Awards,Guanajuato International Film Festival,2
DMZ International Documentary Film Festival,Vancouver International Film Festival,2
New York Film Festival,European Film Awards,2
Tallinn Black Nights Film Festival,Filmfestival Max Ophüls Preis,2
Uppsala Short Film Festival,Landshut Short Film Festival,2
Warsaw International Film Festival,SXSW Film Festival,2
Palm Springs International ShortFest,Fribourg International Film Festival,2
Clermont-Ferrand International Short Film Festival,Montclair Film Festival,2
Krakow Film Festival,Sarajevo Film Festival,2
Toronto Reel Asian Film Festival,Annecy International Animation Festival,2
Academy Awards,Raindance Film Festival,2
La Plata International Independent Film Festival - FestiFreak,Festival du Nouveau Cinéma,2
Hot Docs Canadian International Documentary Festival,Curtas Vila do Conde International Film Festival,2
Ghent Film Festival,Cairo International Film Festival,2
Melbourne International Film Festival,Lebu International Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Leiden Shorts,2
Guadalajara International Film Festival,Kurzfilm Festival Hamburg,2
Internationale Kurzfilmtage Winterthur,Festival international du film indépendant de Bordeaux,2
FEST - New Directors / New Films,Shorts México,2
Berlin International Film Festival,San Francisco International Film Festival,2
Encounters Short Film and Animation Festival,Boston Independent Film Festival,2
New York Film Festival,Valdivia International Film Festival,2
DocumentaMadrid,True/False Film Festival,2
FEST - New Directors / New Films,Filmfestival Max Ophüls Preis,2
Guadalajara International Film Festival,European Film Awards,2
Reykjavik International Film Festival,Fantasia Film Festival,2
Rome Independent Film Festival,Sarasota Film Festival,2
Dokufest International Documentary and Short Film Festival,César Awards,2
Edinburgh International Film Festival,BFI London Film Festival,2
Zurich Film Festival,San Sebastián International Film Festival,2
Seattle International Film Festival,Toronto Reel Asian Film Festival,2
BFI London Film Festival,QCinema – Quezon City International Film Festival,2
Zurich Film Festival,Reykjavik International Film Festival,2
International Documentary Film Festival Amsterdam,Beijing International Short Film Festival,2
OFF - Odense International Film Festival,Landshut Short Film Festival,2
Angers European First Film Festival,Uppsala Short Film Festival,2
Montreal International Documentary Festival,Viennale,2
Sitges - Catalonian International Film Festival,International Film Festival Rotterdam,2
Locarno International Film Festival,Short Waves Festival,2
AFI Fest,César Awards,2
Brooklyn Film Festival,Internationale Kurzfilmtage Winterthur,2
Reykjavik International Film Festival,Cinéma du Réel,2
Edinburgh International Film Festival,Toronto International Film Festival,2
São Paulo International Film Festival,Stockholm International Film Festival,2
25FPS Festival,Bilbao International Festival of Documentary and Short Films,2
Curtacinema - Rio de Janeiro International Short Film Festival,Montreal International Documentary Festival,2
Locarno International Film Festival,Singapore International Film Festival,2
Mar del Plata International Film Festival,Curtas Vila do Conde International Film Festival,2
Krakow Film Festival,Toronto International Film Festival,2
Bilbao International Festival of Documentary and Short Films,Slamdance Film Festival,2
Chicago International Film Festival,International Film Festival Rotterdam,2
Oslo/Fusion International Film Festival,Singapore International Film Festival,2
Palm Springs International ShortFest,Tirana International Film Festival,2
Message to Man International Film Festival,Oberhausen International Short Film Festival,2
Encounters Short Film and Animation Festival,Austrian Film Award,2
AFI Fest,Venice Film Festival,2
Santa Barbara International Film Festival,Stockholm International Film Festival,2
Viennale,Vilnius International Film Festival (Kino Pavasaris),2
Côté Court,Dokufest International Documentary and Short Film Festival,2
Landshut Short Film Festival,Trieste Film Festival,2
Landshut Short Film Festival,Curtas Vila do Conde International Film Festival,2
Fargo Film Festival,Vancouver International Film Festival,2
Sundance Film Festival,Raindance Film Festival,2
Bogoshorts - Bogota Short Film Festival,Festival du Nouveau Cinéma,2
Dublin International Film Festival,Outfest: Los Angeles Gay & Lesbian Film Festival,2
Telluride Film Festival,San Francisco International Film Festival,2
Helsinki International Film Festival - Love & Anarchy,Mumbai Film Festival,2
Rome Independent Film Festival,Vancouver International Film Festival,2
Cannes Film Festival,Brussels Film Festival,2
Norwegian International Film Festival,Sitges - Catalonian International Film Festival,2
Outfest: Los Angeles Gay & Lesbian Film Festival,Athens International Film and Video Festival,2
Transilvania International Film Festival,Thessaloniki Film Festival,2
Camden International Film Festival,BFI London Film Festival,2
Athens International Film Festival,Milan Film Festival,2
Internationale Kurzfilmtage Winterthur,Valdivia International Film Festival,2
Philadelphia Film Festival,Shorts México,2
Whistler Film Festival,FEST - New Directors / New Films,2
Tallinn Black Nights Film Festival,Mardi Gras Film Festival,2
FICUNAM,Viennale,2
Festival de Cine Iberoamericano de Huelva,Toronto International Film Festival,2
DocumentaMadrid,BFI London Film Festival,2
Chicago International Film Festival,BAFTA Awards,2
Porto/Post/Doc,BAFTA Awards,2
SXSW Film Festival,Dublin International Film Festival,2
Seattle International Film Festival,Mardi Gras Film Festival,2
Mar del Plata International Film Festival,Melbourne International Film Festival,2
Raindance Film Festival,Curtas Vila do Conde International Film Festival,2
Tallinn Black Nights Film Festival,Santa Barbara International Film Festival,2
Clermont-Ferrand International Short Film Festival,Sicilia Queer filmfest,2
Gijón International Film Festival,Festival du Nouveau Cinéma,2
New Zealand International Film Festival,Guadalajara International Film Festival,2
Clermont-Ferrand International Short Film Festival,DOC NYC,2
Solothurn Film Festival,Kurzfilm Festival Hamburg,2
Internationale Kurzfilmtage Winterthur,Karlovy Vary International Film Festival,2
Locarno International Film Festival,Stockholm International Film Festival,2
Seattle International Film Festival,Queer Lisboa,2
Bangkok International Film Festival,International Film Festival Rotterdam,2
Clermont-Ferrand International Short Film Festival,Frameline: San Francisco International LGBTQ Film Festival,2
São Paulo International Short Film Festival – Curta Kinoforum,Cannes Film Festival,2
Uppsala Short Film Festival,Oberhausen International Short Film Festival,2
Whistler Film Festival,Dublin International Film Festival,2
Festival de Cine Iberoamericano de Huelva,Hong Kong International Film Festival,2
Experimental Film and Video Festival in Seoul,Melbourne International Film Festival,2
Uppsala Short Film Festival,Shorts México,2
SXSW Film Festival,OFF - Odense International Film Festival,2
DOK Leipzig,Tromsø International Film Festival,2
Zurich Film Festival,Vancouver International Film Festival,2
Ghent Film Festival,SXSW Film Festival,2
Solothurn Film Festival,International Film Festival Rotterdam,2
Reykjavik International Film Festival,Miami International Film Festival,2
Seattle International Film Festival,Inside Out Toronto LGBT Film Festival,2
Clermont-Ferrand International Short Film Festival,RiverRun International Film Festival,2
Nordisk Panorama,Sitges - Catalonian International Film Festival,2
IndieLisboa International Independent Film Festival,Las Palmas Film Festival,2
Solothurn Film Festival,Uppsala Short Film Festival,2
Ann Arbor Film Festival,Mar del Plata International Film Festival,2
Helsinki International Film Festival - Love & Anarchy,Cleveland International Film Festival,2
Cannes Film Festival,Tirana International Film Festival,2
FICUNAM,Tallinn Black Nights Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Helsinki International Film Festival - Love & Anarchy,2
Tallinn Black Nights Film Festival,Nordisk Panorama,2
Academy Awards,Guadalajara International Film Festival,2
Tribeca Film Festival,BFI London Film Festival,2
Locarno International Film Festival,Cinéma du Réel,2
Landshut Short Film Festival,Festival du Nouveau Cinéma,2
Sundance Film Festival,Reykjavik International Film Festival,2
Palm Springs International ShortFest,Huesca International Film Festival,2
Off-Courts Trouville,Tallinn Black Nights Film Festival,2
Annecy International Animation Festival,BAFTA Awards,2
Miami International Film Festival,Sarasota Film Festival,2
Camden International Film Festival,IndieLisboa International Independent Film Festival,2
Seville European Film Festival,Sitges - Catalonian International Film Festival,2
Internationale Kurzfilmtage Winterthur,Angers European First Film Festival,2
Clermont-Ferrand International Short Film Festival,Venice Film Festival,2
FIRST International Film Festival Xining,Stockholm International Film Festival,2
Camden International Film Festival,Athens International Film and Video Festival,2
DMZ International Documentary Film Festival,Cinéma du Réel,2
Seville European Film Festival,Guadalajara International Film Festival,2
Academy Awards,European Film Awards,2
Lima Alterna International Film Festival,Guanajuato International Film Festival,2
Ottawa International Animation Festival,Milan Film Festival,2
Vienna Shorts,International Film Festival Rotterdam,2
Message to Man International Film Festival,IndieLisboa International Independent Film Festival,2
Curtacinema - Rio de Janeiro International Short Film Festival,Tirana International Film Festival,2
Tallinn Black Nights Film Festival,New Horizons International Film Festival,2
Maryland Film Festival,Milwaukee International Film Festival,2
RiverRun International Film Festival,Palm Springs International ShortFest,2
FICUNAM,BFI London Film Festival,2
Festival de Cine Iberoamericano de Huelva,Encounters Short Film and Animation Festival,2
Hollyshorts Film Festival,Dokufest International Documentary and Short Film Festival,2
Animafest Zagreb,Leeds International Film Festival,2
FEST - New Directors / New Films,New Horizons International Film Festival,2
AFI Fest,Brussels Short Film Festival,2
Champs-Élysées Film Festival,IndieLisboa International Independent Film Festival,2
Go Short - International Short Film Festival Nijmegen,Uppsala Short Film Festival,2
Chicago Underground Film Festival,Athens International Film and Video Festival,2
Toronto International Film Festival,Athens International Film Festival,2
Guanajuato International Film Festival,BFI Flare: London LGBTIQ+ Film Festival,2
Rome Independent Film Festival,Stockholm International Film Festival,2
Seattle International Film Festival,MIX Copenhagen LGBTQ+ Film Festival,2
Ghent Film Festival,Oberhausen International Short Film Festival,2
Vancouver International Film Festival,Mill Valley Film Festival,2
Solothurn Film Festival,Reykjavik International Film Festival,2
Fargo Film Festival,Cleveland International Film Festival,2
International Documentary Film Festival Amsterdam,San Francisco International Film Festival,2
Miami International Film Festival,Havana Film Festival,2
Tampere Film Festival,Toronto International Film Festival,2
São Paulo International Short Film Festival – Curta Kinoforum,Vancouver International Film Festival,2
Message to Man International Film Festival,Buenos Aires International Festival of Independent Cinema,2
Magritte Awards,Encounters Short Film and Animation Festival,2
Berlin International Film Festival,Pink Screens,2
Montreal International Documentary Festival,Lima Alterna International Film Festival,2
Off-Courts Trouville,Go Short - International Short Film Festival Nijmegen,2
Tirana International Film Festival,Trieste Film Festival,2
Valladolid International Film Festival,Raindance Film Festival,2
Kurzfilm Festival Hamburg,CPH:DOX,2
New Zealand International Film Festival,Sydney Film Festival,2
Reykjavik International Film Festival,International Film Festival Rotterdam,2
Hong Kong International Film Festival,European Film Awards,2
Seattle International Film Festival,Go Short - International Short Film Festival Nijmegen,2
Encounters Short Film and Animation Festival,Bucharest Short Film Festival,2
Ann Arbor Film Festival,Cinéma du Réel,2
Whistler Film Festival,Palm Springs International ShortFest,2
Guadalajara International Film Festival,Dokufest International Documentary and Short Film Festival,2
Message to Man International Film Festival,Filmfestival Max Ophüls Preis,2
Cannes Film Festival,Seville European Film Festival,2
Bangkok International Film Festival,Encounters Short Film and Animation Festival,2
Internationale Kurzfilmtage Winterthur,BFI Flare: London LGBTIQ+ Film Festival,2
Vancouver International Film Festival,Stockholm International Film Festival,2
European Film Awards,BAFTA Awards,2
Maryland Film Festival,Vancouver International Film Festival,2
Calgary International Film Festival,Stockholm International Film Festival,2
Diagonale: Festival of Austrian Film,Kurzfilm Festival Hamburg,2
Buenos Aires International Festival of Independent Cinema,Kurzfilm Festival Hamburg,2
Dublin International Film Festival,Shorts México,2
Off-Courts Trouville,Melbourne International Film Festival,2
Telluride Film Festival,Athens International Film and Video Festival,2
Sundance Film Festival,Seville European Film Festival,2
Solothurn Film Festival,Ann Arbor Film Festival,2
Out on Film,NewFest - The New York LGBTQ+ Film Festival,2
Ghent Film Festival,New Directors New Films,2
Brussels Film Festival,Athens International Film and Video Festival,2
DocumentaMadrid,Leiden Shorts,2
Thessaloniki Film Festival,Festival du Nouveau Cinéma,2
São Paulo International Short Film Festival – Curta Kinoforum,Lima Alterna International Film Festival,2
Solothurn Film Festival,Vienna Shorts,2
Message to Man International Film Festival,La Plata International Independent Film Festival - FestiFreak,2
Porto/Post/Doc,Vienna Shorts,2
Uppsala Short Film Festival,Milan Film Festival,2
Whistler Film Festival,Philadelphia Film Festival,2
Encounters Short Film and Animation Festival,Rhode Island International Film Festival,2
Helsinki International Film Festival - Love & Anarchy,Transilvania International Film Festival,2
Viennale,Filmfestival Max Ophüls Preis,2
Message to Man International Film Festival,Bogoshorts - Bogota Short Film Festival,2
Oslo/Fusion International Film Festival,Pink Screens,2
Angers European First Film Festival,Animafest Zagreb,2
Solothurn Film Festival,Milwaukee International Film Festival,2
Chéries-Chéris,Palm Springs International ShortFest,2
Kurzfilm Festival Hamburg,Animafest Zagreb,2
Ghent Film Festival,Vienna Shorts,2
Chicago International Film Festival,Kurzfilm Festival Hamburg,2
Chicago International Film Festival,British Independent Film Awards,2
Helsinki International Film Festival - Love & Anarchy,Cairo International Film Festival,2
OFF - Odense International Film Festival,Festival du Nouveau Cinéma,2
Ghent Film Festival,Queer Lisboa,2
Cannes Film Festival,Shanghai International Film Festival,2
Short Shorts Film Festival & Asia,Internationale Kurzfilmtage Winterthur,2
Chicago International Film Festival,London Critics Circle Film Awards,2
Diagonale: Festival of Austrian Film,Austrian Film Award,2
Montclair Film Festival,Outfest: Los Angeles Gay & Lesbian Film Festival,2
Chéries-Chéris,Landshut Short Film Festival,2
Dublin International Film Festival,San Sebastián International Film Festival,2
RiverRun International Film Festival,Vancouver International Film Festival,2
Rendez-vous Québec Cinéma,Vancouver International Film Festival,2
Milwaukee International Film Festival,European Film Awards,2
Krakow Film Festival,Durban International Film Festival,2
Festival de Cine Iberoamericano de Huelva,Tallinn Black Nights Film Festival,2
Chicago International Film Festival,Leiden Shorts,2
Academy Awards,Vancouver International Film Festival,2
DOK Leipzig,Leeds International Film Festival,2
Hong Kong International Film Festival,Vilnius International Film Festival (Kino Pavasaris),2
Telluride Film Festival,Philadelphia Film Festival,2
Visions du Réel,Viennale,2
International Documentary Film Festival Amsterdam,Cinéma du Réel,2
Cannes Film Festival,Tribeca Film Festival,2
Sitges - Catalonian International Film Festival,Mumbai Film Festival,2
Golden Horse Film Festival,BFI London Film Festival,2
New Zealand International Film Festival,IndieLisboa International Independent Film Festival,2
Buenos Aires International Festival of Independent Cinema,Athens International Film and Video Festival,2
Tampere Film Festival,Valladolid International Film Festival,2
Athens International Film and Video Festival,Bogoshorts - Bogota Short Film Festival,2
Jerusalem Film Festival,Festival international du film indépendant de Bordeaux,2
Diagonale: Festival of Austrian Film,Vilnius International Film Festival (Kino Pavasaris),2
Toronto International Film Festival,Outfest: Los Angeles Gay & Lesbian Film Festival,2
Valdivia International Film Festival,Annecy International Animation Festival,2
Reykjavik International Film Festival,Milan Film Festival,2
Milwaukee International Film Festival,Miami International Film Festival,2
Guadalajara International Film Festival,Landshut Short Film Festival,2
Mardi Gras Film Festival,Melbourne International Film Festival,2
Encounters Short Film and Animation Festival,Hamburg Film Festival,2
Whistler Film Festival,SXSW Film Festival,2
Guadalajara International Film Festival,Locarno International Film Festival,2
Cartagena Film Festival,Internationale Kurzfilmtage Winterthur,2
Uppsala Short Film Festival,Sitges - Catalonian International Film Festival,2
Canadian Screen Awards,Valladolid International Film Festival,2
